Supplier_ID,Industry,Risk_Level,AI_Audit_Memo
SUP-1408,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1408, operating in the IT Services industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1408, requesting that they provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation. Prompt action is necessary to rectify this reporting gap and avoid potential regulatory repercussions."
SUP-1435,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1435, a healthcare supplier in the APAC region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1435, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1452,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of Supplier ID SUP-1452, operating in the Manufacturing industry within the EMEA region, we identified a reporting gap pertaining to diversity metrics. Specifically, the supplier's diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's ESG reporting.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1464,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1464, operating in the Healthcare industry, where the diversity score is missing or null. This omission indicates a lack of disclosure of social diversity metrics, specifically regarding gender and differently-abled individuals. As a result, the supplier is not in compliance with the regulatory requirements for transparency and disclosure.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, with null values being considered non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory standards."
SUP-1465,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1465, operating in the Manufacturing industry within the EMEA region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1519,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1519 in the Healthcare industry, operating in the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to provide comprehensive social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1525,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1525, operating in the IT Services industry. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and non-compliance with regulatory requirements.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose these metrics.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity data within 7 days to ensure compliance with the regulatory standards."
SUP-1530,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1530, operating in the IT Services industry within the EMEA region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled personnel data.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled personnel data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1530, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulation."
SUP-1563,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1563, operating in the Healthcare industry. Specifically, the diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
SUP-1569,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score disclosure for Supplier ID: SUP-1569, operating in the Healthcare industry within the EMEA region. Specifically, the diversity metrics, including gender and differently-abled statistics, are either missing or null, which is a critical omission. This lack of disclosure undermines the transparency and accountability expected under regulatory standards.

Regulatory Implication: The absence of diversity score disclosure violates the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to Supplier ID: SUP-1569, requesting that they provide the requisite diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core - Mandatory Disclosure regulation."
SUP-1573,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1573, operating in the manufacturing industry in the LATAM region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's ESG reporting.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1573, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulation."
SUP-1579,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of SUP-1579, an IT Services supplier, where the diversity score is missing or null. This omission is specifically related to the disclosure of social diversity metrics, including gender and differently-abled personnel, which is a required disclosure under regulatory standards. The absence of this data indicates a lack of transparency and accountability in the supplier's diversity reporting.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, with null values being considered non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1579, requesting them to provide the missing diversity data within 7 days to ensure compliance with the SEBI BRSR Core regulation and avoid potential regulatory repercussions."
SUP-1609,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1609, operating in the Manufacturing industry within the APAC region. Specifically, the diversity score is missing or null, which is a critical metric required for compliance. This omission indicates a lack of transparency in social diversity disclosure, including gender and differently-abled metrics.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to Supplier ID: SUP-1609, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
SUP-1660,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1660, operating in the Healthcare industry within the APAC region. Specifically, the diversity metrics, including gender and differently-abled statistics, are missing or null, which is a critical component of the social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled statistics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity data within 7 days to ensure compliance with the regulatory requirements and avoid potential penalties."
SUP-1671,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1671, operating in the Consumer Goods industry. The diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, specifically regarding gender and differently-abled employees.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1692,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1692, operating in the manufacturing industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's ESG reporting.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, including gender and differently-abled personnel, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1692, formally requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulation."
SUP-1712,Energy,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1712, operating in the Energy industry within the LATAM region. Specifically, the diversity score is missing or null, which is a critical metric for assessing social diversity. This omission indicates a lack of transparency and non-compliance with regulatory requirements.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which necessitates listed entities to disclose social diversity metrics, including gender and differently-abled personnel, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1717,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1717, operating in the Manufacturing industry. Specifically, the diversity metrics, including gender and differently-abled statistics, are missing or null, which is a critical component of the social diversity disclosure. This omission indicates a lack of transparency and non-compliance with regulatory requirements.

Regulatory Implication: The absence of diversity metrics violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, including gender and differently-abled statistics, and explicitly states that null values are non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1731,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1731, operating in the IT Services industry in the LATAM region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1731, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1742,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1742, operating in the IT Services industry, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1752,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1752, operating in the Consumer Goods industry. The diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, specifically regarding gender and differently-abled employees.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1767,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with Diversity Disclosure Requirements

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of SUP-1767, a healthcare supplier in the LATAM region, where the diversity score is missing or null. This omission is specifically related to the non-disclosure of social diversity metrics, including gender and differently-abled personnel data. As a result, the supplier is not in compliance with the mandatory disclosure requirements.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, with null values being considered non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1767, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory standards."
SUP-1797,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with Diversity Disclosure Requirements

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of SUP-1797, a healthcare supplier in the LATAM region, where the diversity score is missing or null. This omission is specifically related to the non-disclosure of social diversity metrics, including gender and differently-abled employee data. As a result, the supplier is not meeting the required transparency standards for stakeholders.

Regulatory Implication: The absence of diversity metrics in the supplier's report is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1797, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1806,Energy,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1806, operating in the Energy industry. The diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, specifically regarding gender and differently-abled employees.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
SUP-1828,Energy,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1828, operating in the Energy industry within the LATAM region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory standards."
SUP-1850,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1850, a manufacturing entity in the APAC region. Specifically, the diversity score is missing or null, which is a critical component of the social diversity metrics required for disclosure. This omission indicates a lack of transparency and accountability in the entity's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to provide comprehensive social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1850, requesting the entity to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements and avoid potential penalties."
SUP-1851,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1851, operating in the IT Services industry in the LATAM region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1851, requesting them to provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulation."
SUP-1867,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1867, operating in the Healthcare industry. The diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's diversity metrics, specifically regarding gender and differently-abled employees.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1909,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of Supplier ID SUP-1909, operating in the Consumer Goods industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulation."
SUP-1917,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1917, a manufacturing entity in the EMEA region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the entity's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity data.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1917, requesting that they provide the missing diversity data within 7 days to ensure compliance with the regulatory requirements. Failure to comply may result in further action, and it is essential that the entity takes immediate steps to rectify this reporting gap and prevent future non-compliance."
SUP-1918,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1918, an IT services provider in the LATAM region. Specifically, the diversity score is missing or null, which is a critical component of the social diversity metrics required for disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1918, requesting that they provide the missing diversity score and related metrics within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1942,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1942, operating in the Healthcare industry, where the diversity metrics are either missing or null. This omission is specifically related to the disclosure of social diversity metrics, including gender and differently-abled personnel. As a result, the supplier is not in compliance with the regulatory requirements for transparency and disclosure.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being considered non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1960,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1960, a consumer goods supplier in the LATAM region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1960, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1965,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of SUP-1965, an IT services provider in the APAC region, where the diversity score is missing or null. This omission specifically pertains to the disclosure of social diversity metrics, including gender and differently-abled personnel, which are essential for assessing the supplier's commitment to diversity and inclusion. The absence of this data indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1965, requesting that they provide the missing diversity metrics within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1967,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1967, operating in the Consumer Goods industry, where the diversity metrics, specifically including gender and differently-abled metrics, are either missing or null. This omission indicates a lack of compliance with mandatory disclosure requirements. The absence of these critical metrics hinders a comprehensive understanding of the supplier's social diversity performance.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which stipulates that listed entities must disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1989,Energy,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1989, operating in the Energy industry. The diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, specifically regarding gender and differently-abled disclosures.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
SUP-1126,Manufacturing,High,"Audit Observation Memo: Potential Greenwashing in Manufacturing Water Usage Reporting

Severity: High

Observation: Our audit has identified a logical anomaly in the water usage reporting of Supplier ID: SUP-1126, where the manufacturing facility has reported zero water usage, which is a physically impossible value. This anomaly suggests a potential case of greenwashing, where the supplier may be misrepresenting its environmental performance. The reported value of zero water usage is a red flag that warrants further investigation to determine the accuracy of the data.

Regulatory Implication: This issue is a breach of the International Audit Standard (ISA) 240, which requires data integrity checks to flag physically impossible values, such as zero water usage in a manufacturing facility.

Next Steps: We recommend that the client conducts a forensic audit to investigate the cause of the anomaly, which may include potential greenwashing or sensor failure. The client should also review and revise its data collection and reporting processes to ensure the accuracy and reliability of its environmental performance data. Additionally, the client should consider implementing additional controls to prevent similar anomalies in the future."
